"","BLUSH","DAISY","EAGLE","ELBOW","FENCE","FILMS","FLAGS","FOGGY","HUMAN","HUMOR","IMAGE","INTRO","IVORY","JUROR","KAYAK","LAKES","LASSO","LILAC","MAGIC","NURSE","ORBIT","PATCH","POETS","RADIO","RELIC","REMIX","RODEO","SCOPE","SHAWL","TANGO","TOPAZ","VENUE","VIDEO","VISTA","WALTZ","XEROX"
"PON1",0.671166826,0.076961982,-0.213587533,0.97516976,-0.05643087,-0.355595808,-0.132644571,-0.112826754,-0.319664075,-0.411782424,-0.255475358,0.532820514,0.188484984,0.658771694,-0.323573263,-0.660760742,0.032146259,0.147639701,-0.418634604,-0.232720904,0.108524457,-0.384829763,0.071932317,0.599520596,0.486271249,0.160351675,0.152593636,-0.096656532,0.339082816,0.085927009,0.796255774,0.320080531,0.482143543,-0.21754628,0.413882512,0.179932175
"POR",0.167513998,-0.176734216,-0.032635798,0.23785447,-0.852564486,0.644672368,-0.355298014,0.522864345,-1.083572547,0.334237826,0.431498287,-0.099177285,-0.052781469,-1.222486492,0.202274588,0.624277822,0.066325269,-0.484101561,0.426039656,-0.341778059,-0.217314227,-1.220277772,-0.545982193,-0.889289505,0.150294674,-0.050287124,0.59795613,0.476532125,-1.594032982,0.498847276,1.208294272,-0.342569034,-0.026963582,-0.578648214,-0.379099038,-2.101575365
"POSTN",-0.064100713,0.176317663,0.349496545,-1.082836596,-0.021477443,0.594499833,0.441451661,0.184474742,0.515635465,0.224408741,0.567318928,-0.64577199,-0.00287175,-0.577583623,0.651593544,0.482725783,-0.02684253,0.794640237,0.800620957,-0.299839942,-0.16841117,0.817447014,0.025946132,-0.154872454,-0.151466631,-0.00804596,0.396738683,0.312806637,0.437867288,-0.08454364,-1.002752656,-0.372895832,-0.377194148,0.429633153,-0.20667305,0.32320819
"PPA1",0.828274013,0.182629568,-0.417188859,0.812343447,-0.542997918,-0.463326591,0.721527493,0.286150265,-0.618355205,-1.470236242,-1.028313998,1.002274826,0.697640209,-0.046909198,-0.951875336,-1.535268918,-0.272566648,0.558180688,0.364191434,-1.518209855,0.080635207,-1.549219885,0.636659177,1.866794137,1.147903472,0.642215472,1.781162281,-0.145791265,1.131298564,0.076610172,1.037515765,0.327586373,0.402476998,-1.599452233,0.225970431,0.942358551
"PPBP",0.095011503,0.105577467,-1.582458801,1.915475219,-1.020513798,-1.652544684,-1.3488418305,1.0941157485,-0.608356174,-0.5300162885,-1.878083698,-0.3069844525,0.2154808555,1.562945825,-1.275961691,-0.5983779315,-0.0611559985,-0.9079634935,-1.5538624445,1.4165058575,1.3317055385,-0.6347602945,-0.301305375,-0.7636829475,3.435783566,-0.0956394385,-2.003956992,-0.296340395,-1.222573349,0.63836931,2.211205815,1.556852512,0.4503084695,-1.004710113,-0.190155424,-0.719434456
"PPIA",0.123581262,-0.026615694,-0.632180636,0.294806588,-0.755286889,-0.329321056,-0.08310317,0.396973908,-0.315068436,-0.542551275,-0.841435344,0.392948403,-0.458144037,0.289015077,-0.669711093,-0.748001185,0.187700731,-0.249456091,-0.042652174,-0.181130422,0.336707311,-0.802423407,-0.031592068,0.634052089,1.737299789,0.136164859,0.38140276,-0.249926792,0.149525694,0.121241861,0.122403279,0.394433724,0.234665333,-0.878513806,0.525737698,0.150897057
"PPIB",0.420799622,-0.266778471,-0.034762458,-0.154896861,-0.238397361,0.206479093,0.122553957,-0.306892402,0.009762353,0.002540672,0.079361901,0.3492316,-0.023289016,-0.204045933,0.011417917,-0.183096117,-0.202645451,0.431789111,0.088443946,-0.526852144,-0.231828293,0.391081479,-0.02663482,0.313618111,-0.086803157,0.050641453,0.142964239,-0.044265192,0.200600649,-0.144154747,-0.083152003,-0.032462141,-0.061891633,-0.05702974,0.103646205,0.183724173
"PPID",-0.564348277,-0.118586808,-1.266799915,0.502964181,-1.175586106,-1.108757654,-1.340990873,0.842902844,-0.434817544,0.216763201,-2.379121107,-0.538559187,-0.455574452,0.934903575,-0.817004211,-0.186768717,0.139889471,-0.63942978,-1.100318215,2.302043106,1.137030727,0.293330721,-0.438996499,-0.770111908,3.076540008,-0.222636288,-1.644023307,-0.328189874,-1.082703962,0.326547424,0.873496552,0.711746388,-0.058802741,-0.723610731,-0.353200981,-0.42329054
"PPIE",1.042079828,-0.230783349,-1.030390385,1.0746349,-0.888568994,-1.252105935,-0.527170463,-0.738585977,-0.396197888,-1.151983282,-1.668646597,1.651322416,-0.04083501,0.692735517,-0.987143882,-1.291783047,-0.00383417,-0.426533939,-0.864990315,-0.169935916,0.89360684,-1.623671841,0.038128171,1.184058188,0.924086381,0.42785263,-0.110863299,-0.506153342,0.421188145,0.365589677,1.216877307,0.638555308,0.505949541,-0.997158112,-0.086961184,0.459455051
"PPIF",-0.340774721,-0.424802558,-0.957991121,-0.193813982,-0.853756645,-0.469654137,-0.726997827,0.781106971,-0.541135459,-0.031570929,-2.997364269,-0.442565506,-0.533048519,0.789493491,-0.469106258,-0.422462234,0.161551203,-1.268909974,-0.654869613,1.70866101,0.868653601,0.100370731,-0.467229191,-0.693843471,2.471604579,0.113618929,-0.678404728,-0.45577473,-0.844384897,0.287801378,0.44399388,0.674166555,0.107869422,-1.375992384,0.416034461,-0.308838545
"PPP3CA",-0.204690205,-0.217048289,-1.098967071,1.104287507,-1.095180153,-1.413669756,-0.848005419,0.864835457,-0.396993198,-0.195624259,-1.888900283,-0.117902696,-0.144927576,1.130062649,-0.894777964,-0.196634935,0.165322122,-0.512732227,-1.062204041,1.572781475,0.8330767,-0.216235327,-0.474720564,-0.626759181,2.281347525,0.030940833,-1.661655802,-0.588844876,-0.945255383,0.280072952,1.133988135,0.831018017,0.642280178,-0.657158985,-0.016821063,-0.403484122
"PPP3R1",1.060264596,-0.330804544,-0.224471301,1.190785956,-0.23157868,-0.600997453,0.028081655,-0.598119776,-0.312073661,-0.588869851,-0.765459011,1.133450032,-0.524264512,0.192812793,-0.257665777,-0.811482722,-0.339971389,-0.034227458,-0.503544089,-0.428451966,-0.214148671,-1.077855212,0.20822502,1.039010665,0.053726873,0.095870909,0.130546474,0.058917473,0.198887178,-0.10034061,0.760695363,0.328916053,0.047032709,0.07822783,0.26074726,0.250832773
"PPY",-2.511160747,0.361129545,0.749812801,-1.350870681,-0.501371454,0.218856861,-0.578471034,0.124509064,-0.034731849,0.387442686,-0.252800667,-0.895971329,0.147493374,-0.976222617,0.012800995,-0.180298303,0.700561608,-0.498942271,-1.148762618,-0.083776187,-1.880273338,-1.269436247,-0.785717689,0.495044901,-0.915820896,-0.885546777,0.839149695,-0.68173667,-0.829178084,-0.771910487,-1.063880357,-0.722835819,-2.129568106,-0.004765229,-0.353293721,-0.362583125
"PRDX1",2.107977542,-0.070283175,-1.227633309,2.403396426,-1.055142442,-1.519894551,0.278412346,-0.578524606,-0.870352212,-1.984455167,-1.637165874,2.901797573,0.409022333,0.977996765,-0.922356745,-1.628820006,-0.443164086,0.402848246,0.825519172,-2.4446741,0.037922252,-3.308774788,0.967906894,2.480942413,1.82402497,1.117054498,1.582791349,-0.199156137,1.747872731,0.330320684,2.13348331,0.419462171,0.491932509,-1.700114686,0.23693983,1.663043337
"PRDX5",-0.071926392,0.170980606,-0.125699905,0.415751811,0.031616204,-0.153076756,0.078770702,0.40620415,-0.166908396,-0.301042193,-0.385719965,-0.756780296,-0.003843346,0.393993039,-0.589703534,-0.137243274,0.117174675,0.195416236,-0.093420882,0.240546201,-0.195874592,0.12419879,0.025376016,0.205120753,-0.865012972,-0.029788292,0.088755685,-0.158295928,-0.239142787,0.036595022,0.514375394,0.488475983,0.59626768,-0.171865412,0.305349503,-0.110230594
"PRDX6",1.357145414,-0.193545539,-0.903770626,2.378957915,-1.047725964,-1.724485337,-0.431233656,-0.841019691,-0.246312834,-1.433402979,-1.035756657,2.533289372,0.174490325,1.230774705,-1.117560801,-1.660499403,-0.361446607,0.126963072,-0.153766953,-1.220991934,0.690370392,-1.806321625,0.314934786,2.167927006,1.849318488,1.12392961,0.755850865,-0.095181945,1.182879549,0.29959751,1.819063888,0.756990046,0.730405971,-1.054584125,-0.147752159,0.911052621
"PRKAA1",0.142852412,0.131548996,0.064902724,0.216580563,-0.000760514,0.127010927,0.017457197,0.080747414,-0.074767768,-0.228238679,0.29251752,0.35198023,0.024391793,0.158564083,-0.184501003,-0.08982088,-0.003517054,0.142885749,-0.016630675,-0.055836278,-0.130536801,-0.10237875,0.005011736,0.107683528,-0.39378865,-0.092549243,-0.008336158,-0.111958863,0.092459289,-0.060554476,0.241826882,0.153502717,0.177822132,0.058982222,0.077431487,0.048788195
"PRKAA2",0.27118651,0.001342766,-0.607625762,0.647424609,-0.476805322,-0.344483488,-0.970801157,0.624871626,-0.419214927,0.234012024,-1.354470739,0.48862074,0.249280456,1.320319592,-0.22867587,-0.901866205,0.0779144,-0.750726413,-0.466793812,1.164380978,0.68480598,0.44957277,-0.542575602,0.383472803,2.974767668,0.649039837,-0.883216115,0.30887132,-0.103145574,-0.021253729,2.143375363,1.201552875,-0.212233329,-0.702317611,0.206682203,-0.399491609
"PRKACA",-0.401760644,-0.66545248,-0.342561663,0.047954322,-0.580289613,-0.521846425,-0.455342783,0.257638351,-0.791214302,-0.100174793,-2.594918243,-0.29044207,-0.354206292,0.829593242,-0.364034456,-0.756241882,0.015488396,-2.895504502,-0.327451697,1.930473835,-0.220533002,0.434448006,-0.655102941,-0.327359947,2.172641374,-0.33685246,-0.365574801,0.154855765,-0.958311728,0.469873838,1.086217065,0.335286375,0.54659587,-1.518566887,0.61055567,-0.602608656
"PRKCA",-0.473839608,-0.03281063,-0.716010846,-0.016146228,-0.861955031,-0.051382335,-0.815687982,0.840821415,-0.281458236,0.051158396,-2.769318213,-0.437755923,-0.272556801,0.506225667,-0.474265441,-0.317827903,0.183321392,-1.107858236,-0.581502639,2.496149138,1.13468505,0.328454586,-0.227484499,-1.093621901,2.643380798,-0.179980772,-1.01435451,-0.209142469,-1.312777361,0.275592956,0.632536147,0.709201593,-0.117902843,-0.617008001,0.10228439,-0.546501712
"PRKCB",-0.127348078,-0.151359167,-1.163189032,1.072535319,-1.018751255,-1.195677557,-1.162496061,0.889471502,-0.230690393,-0.361224185,-2.836343399,-0.728701709,-0.276092745,1.063171597,-0.731991493,-0.507208227,0.28309764,-0.808424816,-1.032791855,2.27018635,1.10054603,0.022924397,-0.532571009,-0.855283041,3.089513716,-0.034497153,-1.761621911,-0.420828159,-1.381398947,0.287521467,1.5311066,0.942880115,0.302393719,-0.609833408,-0.08305003,-0.491055183
"PRKCD",0.187868887,0.041097524,-0.060372618,0.246063422,0.081919312,0.181226678,0.186368468,0.066850103,-0.059577809,-0.263163396,0.036877934,0.037986364,0.062770756,-0.075686254,-0.011467085,-0.009196494,-0.06942985,0.277496169,0.139020866,-0.310771968,-0.223137038,-0.171585962,0.095142497,0.167456746,-0.255160586,-0.035989857,0.230005605,-0.049134723,0.098102394,0.026423725,-0.113570152,-0.12588444,0.009273838,-0.146033125,0.162822921,-0.026881258
"PRKCG",0.444275362,0.246551552,0.149288709,0.131620539,0.037761267,0.194087052,0.278734055,-0.158335342,0.084119478,-0.377562794,-0.069806391,0.443205029,0.19637458,-0.02389491,0.04396781,-0.476967545,-0.08258094,0.341161954,0.206164356,-0.67384087,-0.126537531,0.278473399,0.223870845,-0.104953599,-0.244791806,0.09464664,0.578804438,0.019216807,0.354685501,-0.043068722,-0.090325367,-0.22658342,-0.095518039,-0.193561993,0.028930338,0.297781007
"PRKCI",1.582791968,-0.036416111,-0.756718048,1.380211439,-0.672320733,-0.944893608,-0.365087816,-0.732581723,-0.360625342,-1.041733051,-1.44096041,2.190708707,0.50847589,0.771465656,-0.536543918,-1.473562683,-0.165230707,0.154109003,-0.248802305,-1.079047447,0.52934464,-1.271564167,0.271717074,1.725372637,2.01753201,0.789351271,0.611559442,0.144258014,1.15402813,0.156567192,1.794873681,0.712583569,0.125864142,-0.958622223,0.030366002,0.824432799
"PRKCQ",-0.457879453,-0.530761632,-1.011176834,0.117568528,-0.945157969,-1.148510145,-0.864981585,0.627672161,-0.207887073,-0.194971727,-1.756600009,-0.47947932,0.08549927,0.710147796,-0.727018643,-0.290980361,0.264061075,-0.879080427,-0.866486906,1.643740569,0.800089327,0.030552125,-0.861281207,-0.680531538,1.854047928,-0.129772031,-1.638302917,-0.289722938,-1.13581337,0.157667516,0.500441732,0.64952749,0.058199307,-0.530752155,0.102618214,-0.391578778
"PRKCZ",0.952048306,-0.083589047,-0.810886334,1.726545404,-0.215269416,-0.953800788,-0.221103089,-0.084380729,-0.519061538,-0.642752563,-1.17841074,0.735690816,0.215475511,0.26107016,-0.792392653,-1.075656826,-0.081261049,0.10625687,-0.754435223,-0.294599947,0.398652334,-0.766098563,0.007479095,1.238700178,1.181807326,0.234574866,-0.133529535,-0.121839151,0.334532981,0.223550004,1.167106587,0.802294197,0.647621051,-0.612361491,0.563601778,0.453935477
"PRL",0.423636814,-0.508989255,-0.167025714,1.233283083,0.156432563,-0.351251886,0.141654908,-0.042484635,-0.433498035,-0.833063306,-0.214388758,0.274120121,-0.051730654,0.343116223,0.131070614,-0.548377727,-0.014575145,0.149704488,-0.207295143,-0.025364733,-0.135941844,-0.402418509,0.046198004,0.382822934,0.622902197,-0.234202332,-0.138571159,0.008386116,0.399358092,-0.150106306,0.412186543,0.516139074,0.27131626,0.772066953,0.08246216,-0.02906855
"PRLR",0.075604538,-0.131733953,0.204800227,-0.222669257,-0.198196157,0.289484308,0.286552877,-0.032906666,-0.013932781,0.104729861,0.127896257,-0.206534645,-0.160398528,-0.370171409,0.065902658,0.216897844,0.049451608,0.04692418,0.312795202,-0.086003321,-0.247596311,0.169690179,-0.005894976,-0.196936499,-0.617501866,-0.189261854,0.093701422,0.042025779,-0.009853663,-0.06461185,-0.493102592,0.020020612,0.09329501,-0.136013627,0.076154847,-0.12989567
"PROC",0.2706576155,-0.0522755255,0.0476151175,0.361868257,-0.013636537,0.0137460635,0.188704776,-0.00948426350000001,-0.0502341715,-0.198078886,-0.333121156,0.1140991445,0.05203056,0.0438543855,-0.1671141495,-0.0329710605,-0.0100740235,0.029764182,-0.169681819,-0.0349464985,-0.1133508295,-0.2785894385,0.0120820715,0.1051643535,0.10061774,-0.1772780795,0.117089472,-0.084762466,0.045438349,0.0377711815,0.327239336,0.1491984465,0.0358900985,-0.0630152145,0.1834862505,-0.0364444215
"PROK1",-0.222562601,0.115268991,0.0106081,0.832151962,0.051067992,0.002490985,0.136898203,0.296438499,0.037546071,0.129691077,-0.111739868,-0.472251438,0.091503478,0.268028595,-0.167239668,0.159226669,0.079853308,0.161405015,-0.767996635,0.071101067,-0.095220696,0.349033325,-0.003053324,-0.19369998,-0.166237476,-0.09879564,0.14345279,-0.044745696,-0.298966946,-0.127366886,0.002302786,-0.047891321,0.23658254,0.017266503,0.128136789,-0.191817607
"PROS1",-0.18823507,0.143184026,0.083381631,-0.327812458,-0.078408666,-0.124286216,0.056208488,0.116342516,-0.106191189,0.019767189,-0.04804877,0.101242884,-0.129797924,-0.37332248,0.052025343,0.147951341,0.136843759,-0.173115051,-0.321652432,-0.017319156,-0.254727405,-0.070801242,0.047773837,-0.191659294,-0.134272707,-0.282791475,0.265255463,-0.188182072,0.036969459,0.120326114,-0.377696619,-0.156039368,0.163882262,-0.065279698,-0.056465725,-0.021893593
"PRSS1",-1.507098243,0.316011792,0.722553208,-0.745599316,0.228929546,0.577437773,-0.413445328,0.467783617,0.559736587,0.783156739,0.160182127,-1.374396769,0.781873077,0.236668029,1.038843684,0.663022448,-0.744717308,-0.236149357,0.045279973,0.272576494,-0.149398539,-0.237208191,-0.994315906,-0.093903506,-0.652793534,-0.647685601,0.119283048,0.09798251,0.188285105,-0.099637655,-0.821053032,-0.297725138,1.034785933,-0.016061274,-0.128540732,0.165014744
"PRSS2",-0.543534837,0.464968437,0.338640933,-1.053109905,0.082726281,0.434462185,0.201993896,0.516120799,0.195951094,0.581883376,0.968945275,-1.40819019,1.192156001,0.179339171,1.555763043,1.541670428,-0.203119795,0.386863704,0.525361511,0.127703336,-0.853998997,0.070663536,-0.418504054,-0.337325086,0.489938509,-0.094361297,0.186855397,0.629022835,0.673687455,-0.139289838,-1.372472184,0.344504616,2.397396744,0.57611976,-0.320809132,0.827077484
"PRSS22",-0.534980307,-0.076251728,0.39314016,-1.017727239,-0.082706156,0.801586442,0.473925571,0.211249451,0.197484017,0.35827015,0.416821508,-0.619458429,0.23098755,-0.624294375,0.69086412,0.544328165,-0.044864066,0.253654642,0.370578702,-0.067437398,-0.141996423,0.959724368,0.221209049,-0.527118426,-0.175492983,-0.551994988,0.545064701,0.267789206,-0.081635825,0.151637523,-1.081378928,-0.712798728,-0.331986282,0.239230165,-0.206775882,-0.169910072
"PRSS27",0.113543781,-0.414664254,0.159541507,-0.504734981,-0.273987946,0.315843918,0.17729725,-0.317047586,-0.187752378,-0.091619503,-0.124765917,0.110745259,-0.235825687,-0.348536701,-0.005183996,-0.347612177,-0.28727156,0.303545519,0.066604274,-0.431361688,-0.31203764,-0.284241292,-0.100451013,0.266294963,-0.021136515,-0.061035905,0.382366081,0.106746559,0.115095546,-0.206017411,-0.301971317,-0.152638902,-0.31443439,-0.116812407,0.300002469,-0.011541151
"PRSS3",-0.498695428,0.117312411,0.158768059,-0.486636811,0.08196396,0.308894409,-0.120294234,0.295440255,0.147323573,0.039858283,0.139507546,-0.773103376,0.043078692,0.266953871,-0.128572875,0.094710862,0.049867696,-0.15819535,0.030382412,0.202906921,-0.180966299,0.230857519,-0.031250934,-0.33153464,-0.323009929,-0.355375381,-0.116706172,-0.217457058,-0.170809277,-0.034365374,-0.187578628,-0.172369267,0.140222,-0.050682006,0.115449782,-0.268056989
"PRTN3",0.492236176,0.332861176,0.150766643,1.973944887,0.113749423,0.403859521,0.066966443,-0.059811035,-0.149587188,0.081197717,0.363009561,-0.160114937,0.355060915,-1.188171763,0.400923177,-0.077251713,-0.03865566,-0.202951418,0.076471699,-0.277624967,-0.344105127,0.499117346,0.265179257,0.086908065,-0.807237734,0.029663324,0.089939066,0.000452712,0.053825502,0.085034761,-0.384007556,-0.329227571,-0.176193254,0.186497031,-0.305065302,0.006559226
"PSMA1",1.667118757,-0.043655223,-0.055697513,1.208917799,-0.207172908,-0.439294909,0.111230069,-0.790264213,-0.249963,-1.082085432,-0.876145696,1.44667978,0.242384193,0.289015616,-0.414133838,-0.826685471,-0.206501305,0.138116263,0.175805734,-0.670330016,0.100911822,-1.427919152,0.576462103,1.150483913,0.439326328,0.343903135,0.758655262,-0.084599129,0.972436872,0.022162232,0.964007839,0.325791448,0.175011827,-0.6141752,0.08246216,1.038924162
"PSMA2",1.333395923,0.067322156,-0.09891658,0.832457206,0.076088273,-0.041748041,0.127018657,-0.029284962,-0.227438851,-0.532453563,0.182887865,0.792565671,0.162614143,-0.143444255,0.021177037,-0.052017245,-0.123877116,0.006838078,-0.088812728,-0.44293632,-0.299019788,-0.866034466,0.430156957,0.952935278,-0.15708026,0.049167386,0.724440901,0.076385421,0.484087292,-0.164204379,-0.010195767,-0.180975387,0.052689972,-0.320187695,-0.321928095,0.115194231
"PSMA6",1.640091834,-0.103281742,-0.855237099,1.747764965,-0.542535835,-1.007237824,-0.255637801,-0.73233117,-0.340308175,-1.159197033,-1.558876868,1.771592514,0.384333519,0.951890891,-0.846511888,-1.70927605,-0.190160677,0.213138684,-0.082036256,-0.946020678,0.705840737,-1.418625554,0.474306155,1.883448661,1.699901767,0.657414453,0.612292027,-0.047253482,1.084976211,0.279883749,1.562982537,0.508375398,0.229277074,-0.88948794,0.133818141,1.149555695
"PSMD7",1.146240766,-0.006909472,-0.685509811,0.888306315,0.058344083,-0.479140301,-0.135063386,-0.160878032,-0.397390615,-0.642409028,-1.099902881,1.358032656,0.188871047,0.533016286,-0.555204439,-0.629198723,-0.009100293,-0.412413538,0.233224878,-0.569035935,0.082133951,-1.03124068,0.51241975,0.862970523,0.661716704,0.373930954,0.630092287,0.021006314,0.648843336,0.395581206,0.563449528,0.126302583,0.309328058,-0.805379274,0.062982736,0.59399702
"PSME1",1.612087374,0.120991876,-0.704948678,1.740881042,-0.566174568,-1.395131854,-0.541175704,-0.698452621,0.004223181,-1.234996146,-1.120338268,2.289499401,0.086389032,0.500979378,-0.513996469,-1.468164826,-0.312855813,-0.017217146,-0.256493624,-1.05077731,0.465703826,-2.005923042,0.428735559,1.821051638,0.809037969,0.75712052,0.700765359,-0.064850286,1.035124264,-0.092451373,1.540655119,0.332397798,0.404415945,-0.800126771,-0.326734893,0.741308593
"PSME3",-0.434131445,-0.01156707,-0.479699596,0.178582836,-0.053570908,-0.076621282,0.079499332,0.369168937,-0.104053689,0.026887986,0.091188331,-0.482841815,0.154761593,0.364130891,-0.204987399,0.282517535,0.204472475,0.069596363,-0.060639902,0.208942962,-0.110659379,0.369638436,-0.050343386,-0.285932095,-0.622468423,-0.336908716,-0.201531004,0.031768711,-0.214559082,-0.037403453,-0.168882651,0.153015156,0.34737274,0.031834936,0.302842254,-0.20623971
